unique_id	gene	category	length	cluster
B072325	ENSG00000159915	FSM	236	B072325
B009768	ENSG00000159915	NIC	727	B011415
B031059	ENSG00000159915	NNC	439	B031059
B004949	ENSG00000124608	FSM	907	B004949
B058348	ENSG00000124608	NIC	289	B067051
B048310	ENSG00000124608	NNC	334	B048310
B016646	ENSG00000173327	FSM	590	B011835
B051422	ENSG00000173327	NIC	319	B051422
B049788	ENSG00000173327	NNC	327	B049788
B061219	ENSG00000133731	FSM	277	B073032
B066561	ENSG00000133731	NIC	257	B066561
B040889	ENSG00000133731	NNC	373	B047777
B061739	ENSG00000112146	FSM	275	B061739
B058599	ENSG00000112146	NIC	288	B058599
B086753	ENSG00000112146	NNC	188	B086753
B064590	ENSG00000158156	FSM	264	B064590
B091651	ENSG00000158156	NIC	172	B094470
B065903	ENSG00000158156	NNC	260	B065903
B079229	ENSG00000112981	FSM	212	B080171
B098546	ENSG00000112981	NIC	149	B098546
B061119	ENSG00000112981	NNC	278	B061853
B050279	ENSG00000103035	FSM	324	B050279
B076090	ENSG00000103035	NIC	223	B068466
B063199	ENSG00000103035	NNC	270	B067444
B060238	ENSG00000117697	FSM	281	B071226
B079011	ENSG00000117697	NIC	213	B079011
B076858	ENSG00000117697	NNC	221	B084816
B060983	ENSG00000166012	FSM	278	B067474
B070027	ENSG00000166012	NIC	244	B070027
B112466	ENSG00000166012	NNC	101	B112466
B019398	ENSG00000143258	FSM	551	B019371
B059625	ENSG00000143258	NIC	284	B059625
B040873	ENSG00000143258	NNC	373	B040873
B001497	ENSG00000138802	FSM	1233	B001497
B045588	ENSG00000138802	NIC	347	B052636
B033353	ENSG00000138802	NNC	422	B023346
B067509	ENSG00000171729	FSM	253	B079975
B108036	ENSG00000171729	NIC	116	B108036
B056523	ENSG00000171729	NNC	297	B056523
B103177	ENSG00000205559	FSM	133	B108111
B113472	ENSG00000205559	NIC	97	B113704
B110148	ENSG00000205559	NNC	109	B110148
B054922	ENSG00000126934	FSM	303	B044152
B067293	ENSG00000126934	NIC	254	B079781
B089915	ENSG00000126934	NNC	178	B099609
B097296	ENSG00000291081	FSM	153	B097475
B093519	ENSG00000291081	NIC	166	B093519
B111637	ENSG00000291081	NNC	104	B111637
B018682	ENSG00000204560	FSM	560	B029719
B064106	ENSG00000204560	NIC	266	B064106
B075947	ENSG00000204560	NNC	224	B075947
B056627	ENSG00000019582	FSM	296	B066551
B092590	ENSG00000019582	NIC	169	B092590
B094759	ENSG00000019582	NNC	162	B101789
B101142	ENSG00000174917	FSM	140	B101142
B098830	ENSG00000174917	NIC	148	B098830
B087353	ENSG00000174917	NNC	186	B087353
B051124	ENSG00000043143	FSM	320	B051124
B082314	ENSG00000043143	NIC	202	B082314
B069618	ENSG00000043143	NNC	246	B069618
B029744	ENSG00000063176	FSM	448	B041424
B057866	ENSG00000063176	NIC	291	B067024
B046636	ENSG00000063176	NNC	342	B046636
B021901	ENSG00000197822	FSM	522	B029527
B062789	ENSG00000197822	NIC	271	B062789
B048354	ENSG00000197822	NNC	334	B042543
B001090	ENSG00000115548	FSM	1321	B001090
B045979	ENSG00000115548	NIC	345	B061102
B029072	ENSG00000115548	NNC	454	B022993
B062697	ENSG00000125818	FSM	271	B077070
B097636	ENSG00000125818	NIC	152	B100363
B074753	ENSG00000125818	NNC	228	B088317
B056159	ENSG00000111305	FSM	298	B066415
B060809	ENSG00000111305	NIC	279	B049826
B071939	ENSG00000111305	NNC	238	B071939
B089031	ENSG00000118900	FSM	180	B095642
B017394	ENSG00000118900	NIC	579	B014202
B034389	ENSG00000118900	NNC	415	B034389
B056640	ENSG00000159069	FSM	296	B057275
B077924	ENSG00000159069	NIC	217	B077924
B034225	ENSG00000159069	NNC	416	B034225
B052440	ENSG00000144199	FSM	314	B058726
B084516	ENSG00000144199	NIC	195	B089744
B067392	ENSG00000144199	NNC	254	B067392
B105654	ENSG00000189164	FSM	124	B109070
B114896	ENSG00000189164	NIC	92	B114896
B037895	ENSG00000189164	NNC	392	B037895
B039969	ENSG00000001036	FSM	378	B039969
B038894	ENSG00000001036	NIC	385	B032146
B071641	ENSG00000001036	NNC	239	B078210
B050075	ENSG00000198874	FSM	325	B057267
B061022	ENSG00000198874	NIC	278	B048559
B092110	ENSG00000198874	NNC	171	B092110
B081037	ENSG00000269556	FSM	206	B091560
B050780	ENSG00000269556	NIC	322	B044537
B056308	ENSG00000269556	NNC	298	B064207
B096965	ENSG00000122694	FSM	154	B101713
B111815	ENSG00000122694	NIC	103	B113441
B111604	ENSG00000122694	NNC	104	B111857
B038228	ENSG00000138375	FSM	389	B038228
B115663	ENSG00000138375	NIC	89	B115663
B056828	ENSG00000138375	NNC	296	B056828
B048374	ENSG00000174444	FSM	333	B048374
B101810	ENSG00000174444	NIC	138	B101810
B071669	ENSG00000174444	NNC	239	B071669
B094875	ENSG00000172201	FSM	161	B095861
B068964	ENSG00000172201	NIC	248	B068964
B105624	ENSG00000172201	NNC	125	B108761
B076041	ENSG00000128791	FSM	223	B080255
B088199	ENSG00000128791	NIC	183	B098827
B067967	ENSG00000128791	NNC	252	B067967
B048581	ENSG00000115073	FSM	332	B049193
B082564	ENSG00000115073	NIC	201	B072459
B072459	ENSG00000115073	NNC	236	B072459
B046082	ENSG00000134186	FSM	344	B045126
B040196	ENSG00000134186	NIC	377	B029847
B114124	ENSG00000134186	NNC	95	B114595
B097572	ENSG00000119048	FSM	152	B106328
B106329	ENSG00000119048	NIC	122	B106329
B089872	ENSG00000119048	NNC	178	B089872
B084690	ENSG00000120860	FSM	194	B096110
B112926	ENSG00000120860	NIC	99	B112926
B082426	ENSG00000120860	NNC	202	B082426
B066749	ENSG00000143933	FSM	256	B066749
B094327	ENSG00000143933	NIC	163	B099545
B095079	ENSG00000143933	NNC	161	B095079
B017852	ENSG00000105726	FSM	572	B017852
B060334	ENSG00000105726	NIC	281	B060334
B079725	ENSG00000105726	NNC	211	B079725
B005894	ENSG00000165359	FSM	861	B007723
B064379	ENSG00000165359	NIC	265	B064379
B037256	ENSG00000165359	NNC	396	B037256
B056603	ENSG00000131652	FSM	296	B056603
B065689	ENSG00000131652	NIC	260	B076155
B097170	ENSG00000131652	NNC	154	B097170
B061463	ENSG00000080822	FSM	276	B061463
B078175	ENSG00000080822	NIC	216	B078175
B071619	ENSG00000080822	NNC	239	B078175
B046492	ENSG00000170222	FSM	342	B046492
B057208	ENSG00000170222	NIC	294	B061603
B077981	ENSG00000170222	NNC	217	B081319
B068076	ENSG00000168067	FSM	251	B068076
B007900	ENSG00000168067	NIC	781	B007748
B048760	ENSG00000168067	NNC	332	B048760
B066989	ENSG00000244038	FSM	255	B066989
B053664	ENSG00000244038	NIC	309	B053664
B067469	ENSG00000244038	NNC	254	B078021
B108564	ENSG00000020922	FSM	114	B108564
B042294	ENSG00000020922	NIC	365	B042294
B036193	ENSG00000020922	NNC	403	B036193
B000752	ENSG00000165392	FSM	1432	B000824
B066048	ENSG00000165392	NIC	259	B066048
B089253	ENSG00000165392	NNC	180	B089253
B061453	ENSG00000204673	FSM	276	B068380
B064935	ENSG00000204673	NIC	263	B068380
B085544	ENSG00000204673	NNC	192	B085544
B113890	ENSG00000109689	FSM	95	B113890
B075836	ENSG00000109689	NIC	224	B077321
B035081	ENSG00000109689	NNC	410	B035081
B106283	ENSG00000196632	FSM	122	B106507
B052988	ENSG00000196632	NIC	312	B052988
B038962	ENSG00000196632	NNC	385	B038962
B111425	ENSG00000205213	FSM	104	B111425
B061307	ENSG00000205213	NIC	277	B074100
B070476	ENSG00000205213	NNC	243	B070476
B057348	ENSG00000143633	FSM	293	B068620
B111503	ENSG00000143633	NIC	104	B111503
B073892	ENSG00000143633	NNC	231	B073892
B049428	ENSG00000173253	FSM	328	B058610
B058610	ENSG00000173253	NIC	288	B058610
B038660	ENSG00000173253	NNC	387	B038660
B078687	ENSG00000147403	FSM	214	B078687
B092959	ENSG00000147403	NIC	168	B094283
B088401	ENSG00000147403	NNC	183	B094283
B104304	ENSG00000150961	FSM	129	B104304
B061275	ENSG00000150961	NIC	277	B067362
B053269	ENSG00000150961	NNC	311	B053269
B069437	ENSG00000184302	FSM	246	B069437
B059064	ENSG00000184302	NIC	286	B072623
B090846	ENSG00000184302	NNC	175	B091451
B105380	ENSG00000273045	FSM	125	B112389
B115123	ENSG00000273045	NIC	91	B112389
B102772	ENSG00000273045	NNC	135	B102772
B006255	ENSG00000174371	FSM	846	B007734
B045029	ENSG00000174371	NIC	350	B045029
B083409	ENSG00000174371	NNC	199	B083409
B090952	ENSG00000196935	FSM	174	B090952
B031381	ENSG00000196935	NIC	436	B032539
B059649	ENSG00000196935	NNC	284	B067700
B083479	ENSG00000067992	FSM	198	B086272
B065753	ENSG00000067992	NIC	260	B067710
B049387	ENSG00000067992	NNC	329	B049387
B011967	ENSG00000114166	FSM	675	B007982
B056724	ENSG00000114166	NIC	296	B056724
B066382	ENSG00000114166	NNC	258	B066382
B086863	ENSG00000182552	FSM	187	B089563
B103548	ENSG00000182552	NIC	132	B105811
B084593	ENSG00000182552	NNC	195	B089563
B025860	ENSG00000178105	FSM	482	B035381
B053639	ENSG00000178105	NIC	309	B053639
B028241	ENSG00000178105	NNC	461	B028241
B054912	ENSG00000128731	FSM	303	B058568
B069770	ENSG00000128731	NIC	245	B069770
B049294	ENSG00000128731	NNC	329	B049294
B073159	ENSG00000076242	FSM	233	B073159
B057680	ENSG00000076242	NIC	292	B057680
B037731	ENSG00000076242	NNC	393	B034304
B052007	ENSG00000151575	FSM	316	B037919
B062501	ENSG00000151575	NIC	272	B062501
B067703	ENSG00000151575	NNC	253	B080311
B003645	ENSG00000103540	FSM	991	B003938
B032994	ENSG00000103540	NIC	424	B032994
B091454	ENSG00000103540	NNC	173	B091454
B033534	ENSG00000138400	FSM	420	B033534
B054478	ENSG00000138400	NIC	305	B054478
B068546	ENSG00000138400	NNC	250	B068546
B110846	ENSG00000124831	FSM	106	B110846
B037492	ENSG00000124831	NIC	394	B031686
B076849	ENSG00000124831	NNC	221	B076849
B045889	ENSG00000073605	FSM	345	B042142
B083843	ENSG00000073605	NIC	197	B090590
B092983	ENSG00000073605	NNC	168	B092983
B055919	ENSG00000054118	FSM	299	B055919
B057143	ENSG00000054118	NIC	294	B057143
B044862	ENSG00000054118	NNC	351	B045194
B058514	ENSG00000068079	FSM	288	B065522
B072074	ENSG00000068079	NIC	237	B084563
B062338	ENSG00000068079	NNC	273	B065522
B048583	ENSG00000135900	FSM	332	B048583
B109765	ENSG00000135900	NIC	110	B109765
B057480	ENSG00000135900	NNC	293	B048583
B052666	ENSG00000156304	FSM	313	B052666
B089128	ENSG00000156304	NIC	180	B093182
B032904	ENSG00000156304	NNC	425	B032904
B095125	ENSG00000100888	FSM	160	B095125
B057854	ENSG00000100888	NIC	291	B057854
B063723	ENSG00000100888	NNC	268	B063723
B056388	ENSG00000106305	FSM	297	B060549
B079585	ENSG00000106305	NIC	211	B079585
B076553	ENSG00000106305	NNC	222	B076553
B009844	ENSG00000151025	FSM	725	B009844
B055506	ENSG00000151025	NIC	301	B055506
B048363	ENSG00000151025	NNC	334	B048363
B093690	ENSG00000184787	FSM	165	B103048
B104657	ENSG00000184787	NIC	128	B104657
B104776	ENSG00000184787	NNC	128	B104776
B060950	ENSG00000197535	FSM	278	B075005
B049713	ENSG00000197535	NIC	327	B063292
B017766	ENSG00000197535	NNC	574	B017766
B076960	ENSG00000152348	FSM	220	B076960
B086043	ENSG00000152348	NIC	190	B097035
B068815	ENSG00000152348	NNC	249	B068815
B058777	ENSG00000181896	FSM	287	B058777
B052036	ENSG00000181896	NIC	316	B058777
B111332	ENSG00000181896	NNC	105	B111332
B009876	ENSG00000096384	FSM	724	B015663
B049512	ENSG00000096384	NIC	328	B049512
B034948	ENSG00000096384	NNC	411	B031899
B069184	ENSG00000100320	FSM	247	B069184
B071514	ENSG00000100320	NIC	239	B071811
B073369	ENSG00000100320	NNC	233	B073369
B087538	ENSG00000115942	FSM	185	B097557
B099150	ENSG00000115942	NIC	147	B099150
B072516	ENSG00000115942	NNC	236	B072516
B067270	ENSG00000173692	FSM	254	B067270
B046599	ENSG00000173692	NIC	342	B046599
B058931	ENSG00000173692	NNC	287	B066270
B052427	ENSG00000103316	FSM	314	B062485
B081388	ENSG00000103316	NIC	205	B081388
B103399	ENSG00000103316	NNC	133	B103399
B077837	ENSG00000109534	FSM	217	B078881
B100646	ENSG00000109534	NIC	142	B100646
B064727	ENSG00000109534	NNC	264	B064727
B059011	ENSG00000196954	FSM	286	B059011
B051790	ENSG00000196954	NIC	317	B064805
B062321	ENSG00000196954	NNC	273	B049197
B042576	ENSG00000101079	FSM	363	B042576
B056678	ENSG00000101079	NIC	296	B068091
B076906	ENSG00000101079	NNC	221	B083948
B074597	ENSG00000108176	FSM	228	B083480
B080497	ENSG00000108176	NIC	208	B080497
B099285	ENSG00000108176	NNC	147	B104115
B040962	ENSG00000005302	FSM	372	B048317
B074677	ENSG00000005302	NIC	228	B074677
B066884	ENSG00000005302	NNC	256	B075370
B090582	ENSG00000197568	FSM	175	B090582
B107213	ENSG00000197568	NIC	119	B107213
B113494	ENSG00000197568	NNC	97	B113494
B020084	ENSG00000154229	FSM	543	B016964
B045574	ENSG00000154229	NIC	347	B045574
B055077	ENSG00000154229	NNC	303	B060062
B023098	ENSG00000126814	FSM	509	B025233
B062750	ENSG00000126814	NIC	271	B062750
B075597	ENSG00000126814	NNC	225	B062750
B110513	ENSG00000162613	FSM	107	B110513
B051201	ENSG00000162613	NIC	320	B044992
B013329	ENSG00000162613	NNC	647	B018766
B001496	ENSG00000075391	FSM	1233	B001496
B048065	ENSG00000075391	NIC	335	B048065
B081847	ENSG00000075391	NNC	204	B081847
B013553	ENSG00000197024	FSM	642	B013553
B047625	ENSG00000197024	NIC	337	B047625
B047533	ENSG00000197024	NNC	338	B047533
B102621	ENSG00000164111	FSM	135	B102621
B057400	ENSG00000164111	NIC	293	B052143
B052143	ENSG00000164111	NNC	316	B052143
B046718	ENSG00000180008	FSM	341	B039880
B090666	ENSG00000180008	NIC	175	B090666
B052781	ENSG00000180008	NNC	313	B052781
B013045	ENSG00000135828	FSM	652	B016287
B023070	ENSG00000135828	NIC	510	B016287
B108117	ENSG00000135828	NNC	116	B108117
B012454	ENSG00000173193	FSM	665	B012454
B033724	ENSG00000173193	NIC	419	B033724
B053909	ENSG00000173193	NNC	308	B053909
B014184	ENSG00000163521	FSM	630	B014534
B034858	ENSG00000163521	NIC	411	B042661
B028606	ENSG00000163521	NNC	458	B028606
B072608	ENSG00000119636	FSM	235	B072608
B052069	ENSG00000119636	NIC	316	B052069
B050434	ENSG00000119636	NNC	324	B038249
B056382	ENSG00000100129	FSM	297	B056382
B022113	ENSG00000100129	NIC	520	B022113
B060921	ENSG00000100129	NNC	279	B060921
B097239	ENSG00000168894	FSM	153	B103727
B108304	ENSG00000168894	NIC	115	B108304
B106127	ENSG00000168894	NNC	123	B106127
B094556	ENSG00000160551	FSM	162	B094556
B027083	ENSG00000160551	NIC	471	B027083
B072999	ENSG00000160551	NNC	234	B072999
B024509	ENSG00000158987	FSM	495	B024509
B025576	ENSG00000158987	NIC	485	B016098
B051251	ENSG00000158987	NNC	320	B051251
B032814	ENSG00000101194	FSM	425	B037703
B089425	ENSG00000101194	NIC	179	B089425
B052131	ENSG00000101194	NNC	316	B052131
B038861	ENSG00000113645	FSM	385	B038861
B003139	ENSG00000113645	NIC	1032	B004207
B084922	ENSG00000113645	NNC	194	B084922
B051123	ENSG00000151725	FSM	320	B044111
B056947	ENSG00000151725	NIC	295	B044111
B042837	ENSG00000151725	NNC	362	B042837
B025527	ENSG00000121864	FSM	485	B030713
B064907	ENSG00000121864	NIC	263	B064907
B047106	ENSG00000121864	NNC	340	B047106
B043879	ENSG00000204438	FSM	356	B043879
B037675	ENSG00000204438	NIC	393	B043879
B060445	ENSG00000204438	NNC	281	B060445
B007024	ENSG00000104044	FSM	814	B007024
B053379	ENSG00000104044	NIC	310	B053379
B039522	ENSG00000104044	NNC	381	B039522
B046977	ENSG00000105819	FSM	340	B057738
B047821	ENSG00000105819	NIC	336	B047821
B057738	ENSG00000105819	NNC	292	B057738
B055209	ENSG00000136874	FSM	302	B055866
B065747	ENSG00000136874	NIC	260	B079022
B100446	ENSG00000136874	NNC	143	B100871
B032084	ENSG00000156858	FSM	430	B021557
B036719	ENSG00000156858	NIC	399	B036719
B025495	ENSG00000156858	NNC	486	B025495
B050101	ENSG00000145014	FSM	325	B063110
B042779	ENSG00000145014	NIC	362	B042779
B089638	ENSG00000145014	NNC	179	B096451
B099075	ENSG00000186001	FSM	147	B099075
B059824	ENSG00000186001	NIC	283	B047259
B076852	ENSG00000186001	NNC	221	B076852
B073410	ENSG00000046604	FSM	232	B073410
B052075	ENSG00000046604	NIC	316	B046405
B058923	ENSG00000046604	NNC	287	B058923
B021266	ENSG00000180938	FSM	529	B024105
B024105	ENSG00000180938	NIC	499	B024105
B045303	ENSG00000180938	NNC	349	B056130
B057807	ENSG00000182327	FSM	291	B057807
B049659	ENSG00000182327	NIC	327	B057807
B053032	ENSG00000182327	NNC	312	B057807
B074295	ENSG00000114744	FSM	229	B083126
B106566	ENSG00000114744	NIC	121	B106566
B109919	ENSG00000114744	NNC	110	B110071
B002526	ENSG00000067596	FSM	1090	B002982
B005055	ENSG00000067596	NIC	902	B002982
B036766	ENSG00000067596	NNC	399	B036766
B091579	ENSG00000168268	FSM	172	B099793
B082353	ENSG00000168268	NIC	202	B082353
B056088	ENSG00000168268	NNC	299	B056088
B075157	ENSG00000241127	FSM	226	B086268
B115407	ENSG00000241127	NIC	90	B115407
B113252	ENSG00000241127	NNC	98	B113252
B055418	ENSG00000137992	FSM	301	B055418
B072081	ENSG00000137992	NIC	237	B072081
B087745	ENSG00000137992	NNC	185	B087745
B067747	ENSG00000151239	FSM	252	B068454
B067070	ENSG00000151239	NIC	255	B067070
B058454	ENSG00000151239	NNC	289	B068454
B015455	ENSG00000153132	FSM	609	B016738
B077027	ENSG00000153132	NIC	220	B077027
B019830	ENSG00000153132	NNC	547	B016738
B087806	ENSG00000142185	FSM	184	B090471
B001388	ENSG00000142185	NIC	1255	B001388
B103407	ENSG00000142185	NNC	133	B110740
B039003	ENSG00000078304	FSM	384	B038000
B064930	ENSG00000078304	NIC	263	B064930
B080006	ENSG00000078304	NNC	210	B080006
B070856	ENSG00000132680	FSM	241	B070856
B059819	ENSG00000132680	NIC	283	B067036
B055326	ENSG00000132680	NNC	302	B055326
B042714	ENSG00000135097	FSM	362	B057243
B050309	ENSG00000135097	NIC	324	B050309
B065298	ENSG00000135097	NNC	262	B070144
B060706	ENSG00000120458	FSM	279	B049199
B086596	ENSG00000120458	NIC	188	B086596
B051220	ENSG00000120458	NNC	320	B051220
B071458	ENSG00000185420	FSM	239	B071458
B087901	ENSG00000185420	NIC	184	B089580
B062625	ENSG00000185420	NNC	272	B071458
B073164	ENSG00000077458	FSM	233	B081370
B102384	ENSG00000077458	NIC	136	B102384
B068453	ENSG00000077458	NNC	250	B068453
B017919	ENSG00000141076	FSM	571	B017919
B032685	ENSG00000141076	NIC	426	B032685
B067386	ENSG00000141076	NNC	254	B067386
B064032	ENSG00000163832	FSM	266	B077899
B078173	ENSG00000163832	NIC	216	B085030
B071969	ENSG00000163832	NNC	238	B071969
B085060	ENSG00000007402	FSM	193	B085060
B012843	ENSG00000007402	NIC	657	B012843
B092098	ENSG00000007402	NNC	171	B092098
B065942	ENSG00000291149	FSM	259	B079133
B089501	ENSG00000291149	NIC	179	B089501
B107857	ENSG00000291149	NNC	117	B107857
B093707	ENSG00000155530	FSM	165	B093707
B079350	ENSG00000155530	NIC	212	B079350
B085854	ENSG00000155530	NNC	191	B085854
B036071	ENSG00000172748	FSM	403	B027270
B026508	ENSG00000172748	NIC	476	B027270
B041244	ENSG00000172748	NNC	371	B036322
B050522	ENSG00000138172	FSM	323	B055288
B077655	ENSG00000138172	NIC	218	B084302
B084301	ENSG00000138172	NNC	196	B084302
B081663	ENSG00000163634	FSM	204	B082394
B067359	ENSG00000163634	NIC	254	B067359
B093290	ENSG00000163634	NNC	167	B097566
B047340	ENSG00000183474	FSM	338	B037871
B066000	ENSG00000183474	NIC	259	B066000
B109618	ENSG00000183474	NNC	111	B109618
B097854	ENSG00000005882	FSM	151	B097854
B064074	ENSG00000005882	NIC	266	B064074
B049797	ENSG00000005882	NNC	327	B041542
B029879	ENSG00000163946	FSM	447	B023976
B094049	ENSG00000163946	NIC	164	B094049
B040563	ENSG00000163946	NNC	375	B040563
B040947	ENSG00000100106	FSM	372	B040947
B049674	ENSG00000100106	NIC	327	B049674
B069058	ENSG00000100106	NNC	248	B069058
B080088	ENSG00000013810	FSM	209	B080088
B067040	ENSG00000013810	NIC	255	B067727
B110746	ENSG00000013810	NNC	107	B110746
B057320	ENSG00000139163	FSM	293	B042561
B060501	ENSG00000139163	NIC	280	B060501
B096509	ENSG00000139163	NNC	156	B096509
B034434	ENSG00000004478	FSM	414	B034434
B058064	ENSG00000004478	NIC	290	B073565
B084008	ENSG00000004478	NNC	197	B092728
B055449	ENSG00000172500	FSM	301	B055449
B050586	ENSG00000172500	NIC	323	B050586
B080931	ENSG00000172500	NNC	207	B080931
B093137	ENSG00000184007	FSM	167	B100676
B100676	ENSG00000184007	NIC	142	B100676
B091747	ENSG00000184007	NNC	172	B100676
B083771	ENSG00000161888	FSM	197	B093323
B109249	ENSG00000161888	NIC	112	B109249
B093323	ENSG00000161888	NNC	167	B093323
B042594	ENSG00000174326	FSM	363	B029867
B056925	ENSG00000174326	NIC	295	B057377
B063730	ENSG00000174326	NNC	268	B063730
B057843	ENSG00000214530	FSM	291	B072983
B062037	ENSG00000214530	NIC	274	B062037
B073685	ENSG00000214530	NNC	232	B078082
B059510	ENSG00000184117	FSM	284	B067991
B075227	ENSG00000184117	NIC	226	B075227
B061367	ENSG00000184117	NNC	277	B061367
B006499	ENSG00000187554	FSM	836	B010177
B033730	ENSG00000187554	NIC	419	B033730
B105867	ENSG00000187554	NNC	124	B105867
B038078	ENSG00000028116	FSM	390	B038078
B058837	ENSG00000028116	NIC	287	B058837
B103953	ENSG00000028116	NNC	131	B103953
B072048	ENSG00000144118	FSM	237	B072048
B097323	ENSG00000144118	NIC	153	B097323
B074751	ENSG00000144118	NNC	228	B081015
B024163	ENSG00000110931	FSM	498	B024163
B061243	ENSG00000110931	NIC	277	B072948
B044904	ENSG00000110931	NNC	351	B045156
B075492	ENSG00000088247	FSM	225	B075492
B051800	ENSG00000088247	NIC	317	B044992
B011457	ENSG00000088247	NNC	687	B018766
B083758	ENSG00000133112	FSM	197	B090844
B103010	ENSG00000133112	NIC	134	B103010
B112970	ENSG00000133112	NNC	99	B112970
B094835	ENSG00000140299	FSM	161	B094835
B060084	ENSG00000140299	NIC	282	B063095
B075080	ENSG00000140299	NNC	227	B076199
B025646	ENSG00000143393	FSM	484	B025646
B017335	ENSG00000143393	NIC	580	B012115
B033795	ENSG00000143393	NNC	419	B033795
B059266	ENSG00000100335	FSM	285	B071515
B041554	ENSG00000100335	NIC	369	B041554
B058991	ENSG00000100335	NNC	287	B058991
B032664	ENSG00000135537	FSM	426	B032664
B057445	ENSG00000135537	NIC	293	B057445
B055861	ENSG00000135537	NNC	300	B057913
B055420	ENSG00000142546	FSM	301	B064227
B048431	ENSG00000142546	NIC	333	B048431
B055317	ENSG00000142546	NNC	302	B064227
B077261	ENSG00000138796	FSM	219	B066690
B081095	ENSG00000138796	NIC	206	B081095
B083401	ENSG00000138796	NNC	199	B083401
B099079	ENSG00000109332	FSM	147	B106626
B106571	ENSG00000109332	NIC	121	B106626
B105561	ENSG00000109332	NNC	125	B111235
B079768	ENSG00000135452	FSM	210	B082400
B096697	ENSG00000135452	NIC	155	B098723
B098923	ENSG00000135452	NNC	148	B104802
B068579	ENSG00000165516	FSM	249	B068579
B055939	ENSG00000165516	NIC	299	B042564
B045485	ENSG00000165516	NNC	348	B042564
B019075	ENSG00000197959	FSM	555	B019075
B051381	ENSG00000197959	NIC	319	B051381
B080644	ENSG00000197959	NNC	208	B080644
B018676	ENSG00000100350	FSM	560	B011566
B065716	ENSG00000100350	NIC	260	B065716
B036181	ENSG00000100350	NNC	403	B036181
B004253	ENSG00000129083	FSM	948	B004982
B060560	ENSG00000129083	NIC	280	B060560
B105039	ENSG00000129083	NNC	127	B105039
B016575	ENSG00000162645	FSM	591	B017452
B060055	ENSG00000162645	NIC	282	B066066
B078276	ENSG00000162645	NNC	216	B091294
B027600	ENSG00000172831	FSM	466	B027600
B053812	ENSG00000172831	NIC	308	B060273
B081182	ENSG00000172831	NNC	206	B081182
B067799	ENSG00000050405	FSM	252	B067799
B018500	ENSG00000050405	NIC	563	B016065
B037406	ENSG00000050405	NNC	395	B037406
B076935	ENSG00000088448	FSM	220	B076935
B084446	ENSG00000088448	NIC	195	B092461
B082659	ENSG00000088448	NNC	201	B092461
B030797	ENSG00000198520	FSM	440	B030797
B059061	ENSG00000198520	NIC	286	B073914
B065023	ENSG00000198520	NNC	263	B065023
B011474	ENSG00000197579	FSM	686	B011640
B003824	ENSG00000197579	NIC	978	B003824
B033658	ENSG00000197579	NNC	420	B033658
B097260	ENSG00000263528	FSM	153	B097260
B061017	ENSG00000263528	NIC	278	B061017
B100430	ENSG00000263528	NNC	143	B100430
B033411	ENSG00000127831	FSM	421	B033411
B052496	ENSG00000127831	NIC	314	B052496
B056766	ENSG00000127831	NNC	296	B067926
B012767	ENSG00000165209	FSM	658	B012767
B055719	ENSG00000165209	NIC	300	B059351
B096270	ENSG00000165209	NNC	157	B096270
B109433	ENSG00000274265	FSM	111	B112003
B108954	ENSG00000274265	NIC	113	B108954
B107835	ENSG00000274265	NNC	117	B107835
B060253	ENSG00000158195	FSM	281	B061878
B057416	ENSG00000158195	NIC	293	B057416
B044036	ENSG00000158195	NNC	356	B054757
B007916	ENSG00000275052	FSM	780	B007916
B057164	ENSG00000275052	NIC	294	B057164
B051239	ENSG00000275052	NNC	320	B051239
B102102	ENSG00000071794	FSM	137	B102102
B054491	ENSG00000071794	NIC	305	B054491
B088329	ENSG00000071794	NNC	183	B088329
B046294	ENSG00000072310	FSM	343	B046294
B058321	ENSG00000072310	NIC	289	B058716
B074805	ENSG00000072310	NNC	228	B074805
B047325	ENSG00000118276	FSM	338	B038388
B082347	ENSG00000118276	NIC	202	B093320
B080013	ENSG00000118276	NNC	210	B080013
B050500	ENSG00000090097	FSM	323	B048625
B056681	ENSG00000090097	NIC	296	B056681
B069612	ENSG00000090097	NNC	246	B069612
B063761	ENSG00000076053	FSM	267	B063659
B102455	ENSG00000076053	NIC	136	B106839
B063659	ENSG00000076053	NNC	268	B063659
B091854	ENSG00000010165	FSM	171	B091854
B056238	ENSG00000010165	NIC	298	B056238
B049371	ENSG00000010165	NNC	329	B049371
B047748	ENSG00000139291	FSM	336	B056170
B056169	ENSG00000139291	NIC	298	B056170
B054552	ENSG00000139291	NNC	305	B056170
B020172	ENSG00000169826	FSM	542	B020172
B059355	ENSG00000169826	NIC	285	B068564
B037104	ENSG00000169826	NNC	397	B037104
B037119	ENSG00000183054	FSM	396	B037119
B046324	ENSG00000183054	NIC	343	B052180
B026431	ENSG00000183054	NNC	477	B026431
B091269	ENSG00000136813	FSM	173	B091269
B059123	ENSG00000136813	NIC	286	B059123
B052648	ENSG00000136813	NNC	314	B052648
B044079	ENSG00000102879	FSM	355	B044079
B054524	ENSG00000102879	NIC	305	B061985
B089277	ENSG00000102879	NNC	180	B089277
B017918	ENSG00000100722	FSM	571	B011876
B054298	ENSG00000100722	NIC	306	B054298
B059878	ENSG00000100722	NNC	283	B059878
B004245	ENSG00000100095	FSM	948	B004245
