unique_id	gene	category	length	cluster	msa_depth	plddt_mean	frac_plddt70	frac_plddt90	ptm	n_res
B085617	ENSG00000064042	NNC	192	B085617	5917	61.24	0.4323	0.0938	0.567	192
B085642	ENSG00000111596	FSM	191	B085642	4902	82.96	0.9267	0.3874	0.623	191
B085645	ENSG00000076555	FSM	191	B085645	9206	73.15	0.6754	0.3613	0.682	191
B085654	ENSG00000168256	FSM	191	B096047	5642	88.68	0.8586	0.7644	0.841	191
B085679	ENSG00000189007	FSM	191	B093389	10951	89.52	0.8743	0.8010	0.835	191
B085684	ENSG00000176248	FSM	191	B085684	4049	74.02	0.6859	0.0524	0.446	191
B085687	ENSG00000214026	FSM	191	B083420	4523	64.64	0.4503	0.3455	0.494	191
B085695	ENSG00000266028	FSM	191	B085695	695	59.90	0.1990	0.1099	0.256	191
B085696	ENSG00000112715	FSM	191	B085696	3663	85.59	0.8325	0.6021	0.523	191
B085729	ENSG00000142396	NIC	191	B085729	2501	69.82	0.5602	0.0942	0.547	191
B085747	ENSG00000109180	NIC	191	B095041	1583	59.34	0.2827	0.0314	0.259	191
B085748	ENSG00000256043	NIC	191	B085748	13640	80.76	0.7435	0.5340	0.73	191
B085752	ENSG00000234745	NIC	191	B085752	11366	91.61	0.9372	0.8796	0.717	191
B085760	ENSG00000197217	NIC	191	B085760	2294	86.92	0.9005	0.5236	0.806	191
B085764	ENSG00000107362	NIC	191	B095628	14339	85.91	0.8848	0.5916	0.803	191
B085793	ENSG00000130540	NIC	191	B088777	8422	73.31	0.7120	0.1780	0.689	191
B085794	ENSG00000154822	NIC	191	B074761	5458	75.98	0.7592	0.1466	0.435	191
B085801	ENSG00000133606	NIC	191	B087900	5269	60.24	0.3141	0.0366	0.306	191
B085813	ENSG00000116922	NNC	191	B085813	511	79.01	0.7696	0.3037	0.697	191
B085842	ENSG00000214021	NNC	191	B089924	2575	77.47	0.7016	0.3770	0.611	191
B085844	ENSG00000144840	NNC	191	B085844	3401	71.66	0.5969	0.3613	0.671	191
B085853	ENSG00000183780	NNC	191	B085853	1358	55.36	0.0366	0.0000	0.421	191
B085854	ENSG00000155530	NNC	191	B085854	211	58.86	0.2618	0.0052	0.314	191
B085866	ENSG00000066697	NNC	191	B085866	187	64.00	0.3665	0.3037	0.382	191
B085870	ENSG00000073464	NNC	191	B085870	3949	77.72	0.7173	0.2618	0.526	191
B085881	ENSG00000126217	NNC	191	B096777	2103	62.80	0.4660	0.2565	0.53	191
B085882	ENSG00000165792	NNC	191	B085882	3734	76.68	0.7016	0.4188	0.711	191
B085887	ENSG00000157470	NNC	191	B085887	646	90.96	0.9529	0.7644	0.389	191
B085896	ENSG00000176105	NNC	191	B085896	12528	69.79	0.5079	0.3508	0.457	191
B085921	ENSG00000120992	NNC	191	B085921	10954	89.87	0.9058	0.7696	0.869	191
B085923	ENSG00000104231	NNC	191	B094884	1396	81.13	0.6859	0.5079	0.678	191
B085925	ENSG00000165113	NNC	191	B085925	1007	79.37	0.6545	0.5759	0.364	191
B085926	ENSG00000167114	NNC	191	B086764	6347	81.80	0.8325	0.3560	0.6	191
B085930	ENSG00000165637	NNC	191	B086823	4132	65.60	0.4450	0.0000	0.564	191
B085935	ENSG00000149428	FSM	190	B085935	785	56.62	0.2211	0.0158	0.258	190
B085950	ENSG00000011304	FSM	190	B081800	9394	86.20	0.9053	0.5579	0.813	190
B085954	ENSG00000162441	FSM	190	B085954	1003	70.25	0.6316	0.0000	0.516	190
B085971	ENSG00000158106	FSM	190	B085971	13812	73.77	0.5526	0.4526	0.559	190
B085974	ENSG00000119446	FSM	190	B095374	8366	70.09	0.5316	0.3947	0.474	190
B085977	ENSG00000107581	FSM	190	B085977	2015	82.68	0.7526	0.5105	0.408	190
B085978	ENSG00000030066	FSM	190	B085978	800	64.87	0.5316	0.1211	0.629	190
B086017	ENSG00000109118	NIC	190	B092623	1367	77.75	0.7053	0.3947	0.479	190
B086031	ENSG00000101220	NIC	190	B086031	928	63.30	0.4316	0.0632	0.564	190
B086043	ENSG00000152348	NIC	190	B097035	2438	60.58	0.4316	0.0368	0.547	190
B086046	ENSG00000132563	NIC	190	B091242	8772	57.91	0.3474	0.0000	0.378	190
B086056	ENSG00000127054	NIC	190	B094077	517	73.22	0.6526	0.0368	0.57	190
B086059	ENSG00000085117	NIC	190	B086059	7186	89.27	0.9316	0.6947	0.795	190
B086061	ENSG00000036672	NIC	190	B086061	10359	84.65	0.8474	0.6000	0.784	190
B086063	ENSG00000258311	NIC	190	B086063	11759	95.27	0.9842	0.9105	0.878	190
B086068	ENSG00000170291	NIC	190	B086068	449	52.14	0.2421	0.0000	0.493	190
B086071	ENSG00000079462	NIC	190	B080680	8796	87.06	0.8895	0.6526	0.809	190
B086084	ENSG00000164675	NIC	190	B086084	352	61.10	0.3684	0.0842	0.334	190
B086111	ENSG00000159248	NNC	190	B086111	5194	58.88	0.3000	0.0000	0.36	190
B086115	ENSG00000166847	NNC	190	B086115	2612	69.47	0.6526	0.0263	0.61	190
B086123	ENSG00000074842	NNC	190	B086123	9690	64.62	0.3947	0.1000	0.598	190
B086143	ENSG00000173950	NNC	190	B086143	1828	91.22	0.9053	0.8684	0.845	190
B086144	ENSG00000152620	NNC	190	B086144	5803	79.54	0.7684	0.4895	0.75	190
B086146	ENSG00000049860	NNC	190	B086834	10639	94.80	0.9737	0.9316	0.89	190
B086162	ENSG00000155621	NNC	190	B086162	2176	53.36	0.2947	0.0000	0.349	190
B086163	ENSG00000120509	NNC	190	B086163	13964	66.01	0.5526	0.0474	0.523	190
B086168	ENSG00000175348	NNC	190	B096572	9238	69.65	0.5368	0.1000	0.437	190
B086176	ENSG00000120662	NNC	190	B090191	5732	75.08	0.7421	0.0842	0.542	190
B086199	ENSG00000149346	NNC	190	B086199	504	54.65	0.0000	0.0000	0.115	190
B086212	ENSG00000285437	NNC	190	B091484	6417	68.94	0.5526	0.3526	0.563	190
B086220	ENSG00000149483	NNC	190	B097831	969	76.50	0.7053	0.1158	0.646	190
B086222	ENSG00000008130	FSM	189	B092129	10105	79.04	0.7513	0.4656	0.736	189
B086223	ENSG00000133703	FSM	189	B095554	17329	87.61	0.8466	0.7143	0.836	189
B086226	ENSG00000089220	FSM	189	B086226	11218	61.91	0.4180	0.0000	0.617	189
B086236	ENSG00000074842	FSM	189	B096429	632	62.32	0.3757	0.0688	0.603	189
B086238	ENSG00000129933	FSM	189	B077670	639	84.62	0.8201	0.6402	0.761	189
B086269	ENSG00000130675	FSM	189	B090318	17350	65.08	0.3280	0.2751	0.417	189
B086271	ENSG00000123130	FSM	189	B086271	3746	87.17	0.9101	0.7090	0.814	189
B086279	ENSG00000175274	FSM	189	B086769	557	72.43	0.5820	0.0741	0.57	189
B086280	ENSG00000176973	FSM	189	B090299	1344	68.25	0.4127	0.2222	0.312	189
B086285	ENSG00000100603	FSM	189	B074104	2646	74.40	0.7090	0.0529	0.3	189
B086286	ENSG00000103319	FSM	189	B086286	844	59.15	0.2540	0.0635	0.274	189
B086289	ENSG00000123607	FSM	189	B086289	1670	73.92	0.6984	0.0317	0.653	189
B086292	ENSG00000241553	FSM	189	B097134	1985	87.86	0.8942	0.7037	0.781	189
B086310	ENSG00000177192	NIC	189	B086310	4875	65.75	0.5185	0.0794	0.552	189
B086312	ENSG00000100813	NIC	189	B086312	1683	73.39	0.5820	0.3228	0.392	189
B086321	ENSG00000166971	NIC	189	B086611	5137	87.04	0.8360	0.7249	0.744	189
B086328	ENSG00000130477	NIC	189	B093252	6406	80.76	0.7407	0.5344	0.708	189
B086342	ENSG00000144741	NIC	189	B094567	11491	63.71	0.2116	0.0000	0.515	189
B086344	ENSG00000151552	NIC	189	B086344	3450	96.43	0.9841	0.9683	0.904	189
B086381	ENSG00000129518	NIC	189	B086381	2066	77.36	0.6508	0.4127	0.601	189
B086383	ENSG00000006432	NIC	189	B086383	14291	86.89	0.8942	0.6296	0.854	189
B086393	ENSG00000115216	NIC	189	B090628	1327	77.73	0.6878	0.3545	0.482	189
B086398	ENSG00000082146	NIC	189	B086398	4213	75.06	0.6825	0.4921	0.649	189
B086401	ENSG00000163818	NIC	189	B086401	775	83.52	0.8042	0.5979	0.605	189
B086404	ENSG00000230124	NIC	189	B089493	12454	86.14	0.7937	0.7513	0.718	189
B086410	ENSG00000130349	NIC	189	B096157	1379	58.83	0.2910	0.1587	0.333	189
B086422	ENSG00000125375	NNC	189	B082804	10567	80.21	0.7513	0.6296	0.737	189
B086445	ENSG00000198843	NNC	189	B086445	2550	78.87	0.7302	0.3598	0.59	189
B086460	ENSG00000158604	NNC	189	B094457	3167	81.93	0.8042	0.3386	0.672	189
B086470	ENSG00000077721	NNC	189	B075867	15984	65.24	0.4603	0.0000	0.505	189
B086475	ENSG00000213593	NNC	189	B086475	2625	70.08	0.5820	0.1429	0.465	189
B086477	ENSG00000172922	NNC	189	B097774	1510	73.08	0.6561	0.2963	0.613	189
B086493	ENSG00000109084	NNC	189	B097172	1771	81.65	0.8042	0.4074	0.771	189
B086503	ENSG00000154743	NNC	189	B086503	1480	69.34	0.5132	0.2222	0.457	189
B086551	ENSG00000142396	FSM	188	B086551	2112	73.66	0.5798	0.2500	0.451	188
B086567	ENSG00000136527	FSM	188	B086567	19370	59.79	0.4149	0.0319	0.464	188
B086596	ENSG00000120458	NIC	188	B086596	1974	58.13	0.2713	0.0000	0.388	188
B086599	ENSG00000058272	NIC	188	B086599	10530	67.09	0.5585	0.0000	0.559	188
B086627	ENSG00000271601	NIC	188	B074568	847	85.91	0.9202	0.4734	0.741	188
B086630	ENSG00000138867	NIC	188	B086630	1064	65.60	0.5000	0.2553	0.635	188
B086631	ENSG00000100100	NIC	188	B086631	8019	66.65	0.4574	0.1383	0.467	188
B086634	ENSG00000114395	NIC	188	B086634	1421	90.61	0.9202	0.7660	0.859	188
B086639	ENSG00000109787	NIC	188	B092581	434	56.72	0.1383	0.0319	0.2	188
B086664	ENSG00000110274	NIC	188	B086664	814	82.56	0.6915	0.6170	0.463	188
B086671	ENSG00000065150	NIC	188	B086671	2658	95.60	1.0000	0.9574	0.905	188
B086679	ENSG00000135720	NIC	188	B086679	2060	67.55	0.5426	0.0000	0.548	188
B086687	ENSG00000115762	NIC	188	B091105	938	46.46	0.0319	0.0000	0.287	188
B086692	ENSG00000072274	NIC	188	B086692	1111	80.29	0.8723	0.1436	0.639	188
B086695	ENSG00000145390	NIC	188	B086695	646	55.46	0.1436	0.0000	0.183	188
B086720	ENSG00000108528	NNC	188	B086720	11342	67.41	0.3457	0.0000	0.487	188
B086739	ENSG00000284130	NNC	188	B086739	1803	48.30	0.0000	0.0000	0.291	188
B086753	ENSG00000112146	NNC	188	B086753	2498	83.00	0.8085	0.5000	0.788	188
B086758	ENSG00000120910	NNC	188	B089886	3535	75.92	0.6968	0.2287	0.535	188
B086788	ENSG00000125454	NNC	188	B092085	9351	59.33	0.2766	0.0000	0.444	188
B086789	ENSG00000101574	NNC	188	B089799	4982	63.18	0.4628	0.0213	0.57	188
B086799	ENSG00000203880	NNC	188	B086799	8088	81.49	0.7766	0.6170	0.704	188
B086803	ENSG00000100241	NNC	188	B086803	1475	62.25	0.3085	0.0372	0.219	188
B086806	ENSG00000163754	NNC	188	B086806	4197	72.65	0.6596	0.0372	0.569	188
B086820	ENSG00000005022	NNC	188	B086820	15596	60.76	0.0904	0.0000	0.454	188
B086822	ENSG00000156110	NNC	188	B087079	4541	92.36	0.8883	0.8670	0.833	188
B086824	ENSG00000133678	NNC	188	B086824	13300	48.32	0.0372	0.0000	0.233	188
B086840	ENSG00000103460	FSM	187	B086840	161	61.04	0.4118	0.0053	0.236	187
B086845	ENSG00000159202	FSM	187	B086845	13018	90.24	0.8984	0.8182	0.81	187
B086853	ENSG00000115368	FSM	187	B086853	7370	73.57	0.6631	0.2460	0.682	187
B086857	ENSG00000291100	FSM	187	B087939	1459	75.47	0.6578	0.0588	0.527	187
B086863	ENSG00000182552	FSM	187	B089563	2704	78.62	0.6203	0.5668	0.609	187
B086864	ENSG00000145782	FSM	187	B086864	2985	66.56	0.4652	0.2888	0.467	187
B086866	ENSG00000204623	FSM	187	B089086	251	69.06	0.4759	0.1283	0.275	187
B086870	ENSG00000146707	FSM	187	B086870	2469	66.46	0.5775	0.1390	0.557	187
B086872	ENSG00000086619	FSM	187	B086872	4092	82.06	0.8449	0.3209	0.747	187
B086890	ENSG00000010322	FSM	187	B086890	1591	50.06	0.2460	0.0000	0.372	187
B086926	ENSG00000140650	NIC	187	B073857	4392	95.45	1.0000	0.9412	0.836	187
B086930	ENSG00000160606	NIC	187	B086930	1521	66.07	0.4171	0.0000	0.598	187
B086946	ENSG00000081721	NIC	187	B079791	4652	81.78	0.7754	0.4973	0.75	187
B086947	ENSG00000206527	NIC	187	B086947	4121	52.88	0.0107	0.0000	0.343	187
B086955	ENSG00000001084	NIC	187	B086955	3192	92.85	0.9626	0.8342	0.831	187
B086972	ENSG00000198917	NIC	187	B097397	3661	73.75	0.6524	0.1390	0.522	187
B086979	ENSG00000149480	NIC	187	B086979	518	63.76	0.3316	0.1176	0.306	187
B086999	ENSG00000242372	NIC	187	B086999	2442	61.24	0.5134	0.0160	0.554	187
B087002	ENSG00000143624	NIC	187	B087002	714	74.67	0.5775	0.4385	0.599	187
B087009	ENSG00000133065	NIC	187	B087009	3187	80.90	0.8128	0.3422	0.789	187
B087031	ENSG00000139597	NNC	187	B087031	2416	51.76	0.2834	0.0267	0.522	187
B087032	ENSG00000120688	NNC	187	B087032	4583	70.88	0.5508	0.2513	0.353	187
B087033	ENSG00000196943	NNC	187	B094023	2270	89.94	0.8930	0.7540	0.826	187
B087037	ENSG00000103994	NNC	187	B089839	8479	83.97	0.7433	0.6417	0.785	187
B087039	ENSG00000047578	NNC	187	B087039	3561	65.04	0.4813	0.2299	0.549	187
B087043	ENSG00000196361	NNC	187	B087043	13810	63.78	0.3797	0.0000	0.43	187
B087046	ENSG00000197223	NNC	187	B087046	3017	73.76	0.6150	0.3957	0.525	187
B087054	ENSG00000152332	NNC	187	B087054	11989	74.17	0.5829	0.2888	0.743	187
B087062	ENSG00000146083	NNC	187	B087062	380	51.06	0.0749	0.0000	0.199	187
B087083	ENSG00000139218	NNC	187	B087083	650	55.10	0.0856	0.0374	0.19	187
B087084	ENSG00000167552	NNC	187	B087084	9853	89.72	0.9679	0.6203	0.826	187
B087099	ENSG00000129354	NNC	187	B087099	5988	74.23	0.6524	0.3850	0.636	187
B087117	ENSG00000137312	NNC	187	B087117	6277	80.29	0.7059	0.4545	0.395	187
B087124	ENSG00000214050	NNC	187	B087124	9304	61.62	0.3048	0.0053	0.236	187
B087130	ENSG00000089289	NNC	187	B093908	2841	75.63	0.6257	0.3048	0.389	187
B087142	ENSG00000167272	FSM	186	B094225	1843	79.68	0.7634	0.4731	0.668	186
B087157	ENSG00000196547	FSM	186	B087157	1702	86.53	0.8656	0.5753	0.796	186
B087173	ENSG00000082898	FSM	186	B087173	2413	86.07	0.8280	0.6237	0.808	186
B087178	ENSG00000100360	FSM	186	B087178	8751	90.74	0.9086	0.7742	0.881	186
B087180	ENSG00000134108	FSM	186	B090542	9519	83.56	0.7742	0.5538	0.824	186
B087185	ENSG00000113966	FSM	186	B087440	11633	92.74	0.9140	0.8763	0.878	186
B087190	ENSG00000028839	FSM	186	B092713	4979	92.35	0.9462	0.9140	0.807	186
B087198	ENSG00000282872	FSM	186	B087198	590	59.47	0.3226	0.0054	0.269	186
B087200	ENSG00000204842	FSM	186	B087200	788	58.49	0.1505	0.0914	0.267	186
B087210	ENSG00000145632	FSM	186	B093699	2990	77.03	0.6935	0.4839	0.672	186
B087232	ENSG00000033627	NIC	186	B087232	5258	74.89	0.6559	0.0484	0.629	186
B087244	ENSG00000170417	NIC	186	B087244	1044	81.14	0.7957	0.3763	0.742	186
B087247	ENSG00000088356	NIC	186	B087247	1521	61.36	0.5323	0.0269	0.482	186
B087249	ENSG00000143363	NIC	186	B092813	1706	75.47	0.6774	0.2742	0.487	186
B087258	ENSG00000163412	NIC	186	B091787	6892	69.42	0.6183	0.0591	0.664	186
B087272	ENSG00000048162	NIC	186	B087272	845	48.58	0.0645	0.0000	0.219	186
B087289	ENSG00000119915	NIC	186	B087289	8843	78.24	0.7849	0.0000	0.694	186
B087295	ENSG00000102796	NIC	186	B086227	6289	73.15	0.6989	0.1989	0.739	186
B087334	ENSG00000050426	NNC	186	B087334	1527	90.33	0.9355	0.7849	0.823	186
B087348	ENSG00000197063	NNC	186	B094557	3528	73.32	0.5430	0.5108	0.441	186
B087353	ENSG00000174917	NNC	186	B087353	739	42.33	0.0645	0.0000	0.25	186
B087365	ENSG00000073169	NNC	186	B094701	7274	85.16	0.8817	0.5054	0.7	186
B087397	ENSG00000166340	NNC	186	B087397	6033	84.66	0.8118	0.6774	0.751	186
B087398	ENSG00000129173	NNC	186	B093034	5643	57.20	0.2151	0.0000	0.242	186
B087411	ENSG00000182185	NNC	186	B087411	10857	86.14	0.8602	0.5269	0.646	186
B087418	ENSG00000186532	NNC	186	B087418	3816	89.95	0.9032	0.7903	0.718	186
B087444	ENSG00000163864	NNC	186	B087444	3923	85.93	0.8763	0.6452	0.681	186
B087461	ENSG00000172172	NNC	186	B097050	9800	86.72	0.8495	0.6720	0.754	186
B087466	ENSG00000169100	NNC	186	B097522	14696	67.08	0.5108	0.0000	0.489	186
B087488	ENSG00000108861	FSM	185	B088909	10643	95.34	0.9676	0.9189	0.914	185
B087502	ENSG00000100324	FSM	185	B087502	1324	43.82	0.0973	0.0000	0.319	185
B087510	ENSG00000124733	FSM	185	B094578	947	63.87	0.4000	0.1405	0.32	185
B087514	ENSG00000180190	FSM	185	B087514	681	55.00	0.0595	0.0000	0.182	185
B087518	ENSG00000164970	FSM	185	B091023	698	60.34	0.1784	0.0486	0.194	185
B087534	ENSG00000088256	FSM	185	B096130	13086	75.97	0.6000	0.3784	0.732	185
B087536	ENSG00000187994	FSM	185	B089040	1605	75.01	0.6270	0.4162	0.582	185
B087538	ENSG00000115942	FSM	185	B097557	2725	72.02	0.6432	0.0000	0.531	185
B087550	ENSG00000139154	NIC	185	B087550	10127	60.94	0.2432	0.0054	0.247	185
B087552	ENSG00000183283	NIC	185	B087552	979	50.81	0.1135	0.0000	0.328	185
B087565	ENSG00000213599	NIC	185	B098026	11412	91.31	0.9351	0.8432	0.855	185
B087581	ENSG00000244687	NIC	185	B087581	5129	58.19	0.3622	0.0000	0.536	185
B087588	ENSG00000145293	NIC	185	B087588	7288	88.89	0.9027	0.6919	0.827	185
B087613	ENSG00000102172	NIC	185	B087613	2773	93.12	0.9568	0.8486	0.885	185
B087648	ENSG00000155959	NIC	185	B087648	2365	59.00	0.3730	0.0919	0.37	185
B087659	ENSG00000089220	NNC	185	B094776	10416	91.70	0.9784	0.7568	0.888	185
B087665	ENSG00000162607	NNC	185	B087665	2301	61.12	0.3189	0.1892	0.375	185
B087667	ENSG00000140367	NNC	185	B093042	3503	74.71	0.6541	0.3405	0.651	185
B087669	ENSG00000177082	NNC	185	B089732	803	78.57	0.7243	0.3297	0.709	185
B087698	ENSG00000138669	NNC	185	B087698	15686	92.00	0.9243	0.8811	0.852	185
B087705	ENSG00000124786	NNC	185	B087705	2595	70.35	0.5243	0.0108	0.488	185
B087714	ENSG00000122705	NNC	185	B087714	2391	64.40	0.3784	0.1784	0.292	185
B087719	ENSG00000130830	NNC	185	B087719	8932	84.53	0.8811	0.2703	0.739	185
B087728	ENSG00000135423	NNC	185	B087728	9630	75.76	0.6919	0.6162	0.669	185
B087743	ENSG00000214087	NNC	185	B097124	5176	82.33	0.8054	0.6324	0.802	185
B087745	ENSG00000137992	NNC	185	B087745	11591	65.37	0.4378	0.3189	0.448	185
B087762	ENSG00000132434	NNC	185	B087762	4478	94.10	0.9676	0.8703	0.894	185
B087772	ENSG00000137714	FSM	184	B094115	11971	76.36	0.5707	0.5543	0.597	184
B087778	ENSG00000111530	FSM	184	B095314	2391	69.55	0.6087	0.2717	0.653	184
B087780	ENSG00000120798	FSM	184	B087780	14010	61.08	0.3913	0.3641	0.479	184
B087794	ENSG00000141452	FSM	184	B087794	1224	86.92	0.9674	0.4783	0.74	184
B087801	ENSG00000143942	FSM	184	B096358	7406	91.50	0.9511	0.7446	0.853	184
B087802	ENSG00000173209	FSM	184	B094934	1758	60.53	0.3533	0.0000	0.406	184
B087806	ENSG00000142185	FSM	184	B090471	7182	90.78	0.9511	0.7935	0.843	184
B087809	ENSG00000178057	FSM	184	B098339	5456	77.82	0.6522	0.5435	0.625	184
B087820	ENSG00000285437	FSM	184	B088166	6337	62.85	0.5054	0.2880	0.49	184
B087821	ENSG00000106615	FSM	184	B095268	9428	87.49	0.9130	0.6630	0.848	184
B087838	ENSG00000126254	FSM	184	B087838	10039	52.97	0.0000	0.0000	0.35	184
B087852	ENSG00000187790	NIC	184	B087852	8853	72.18	0.6196	0.3315	0.595	184
B087858	ENSG00000103148	NIC	184	B096119	901	67.51	0.5489	0.0000	0.483	184
B087866	ENSG00000099622	NIC	184	B098126	22983	54.15	0.3043	0.0000	0.377	184
B087874	ENSG00000123983	NIC	184	B087874	12160	80.70	0.8424	0.1033	0.665	184
B087887	ENSG00000164366	NIC	184	B074864	504	93.81	0.9946	0.8370	0.715	184
B087890	ENSG00000169228	NIC	184	B087890	12438	72.79	0.6793	0.0380	0.738	184
B087901	ENSG00000185420	NIC	184	B089580	17096	90.41	0.9620	0.7065	0.844	184
B087909	ENSG00000166024	NIC	184	B075375	2332	78.13	0.7174	0.2935	0.537	184
B087926	ENSG00000125149	NIC	184	B087926	1280	50.04	0.2337	0.0000	0.473	184
B087929	ENSG00000108389	NIC	184	B087929	1766	85.15	0.7609	0.6413	0.729	184
B087943	ENSG00000168228	NIC	184	B087943	1737	66.50	0.4891	0.1522	0.522	184
B087947	ENSG00000093144	NIC	184	B087947	9919	94.42	0.9674	0.9185	0.852	184
B087949	ENSG00000164885	NIC	184	B087949	15806	76.79	0.7011	0.3207	0.594	184
B087967	ENSG00000157895	NNC	184	B088294	870	61.83	0.3261	0.0924	0.243	184
B087999	ENSG00000184164	NNC	184	B087999	11782	86.95	0.8859	0.6522	0.641	184
B088001	ENSG00000132677	NNC	184	B088001	6718	80.30	0.7446	0.4728	0.698	184
B088017	ENSG00000162819	NNC	184	B098722	1098	81.20	0.7717	0.4402	0.789	184
B088052	ENSG00000101266	NNC	184	B088052	12364	78.78	0.6739	0.6033	0.633	184
B088056	ENSG00000186951	NNC	184	B088056	1945	82.01	0.8043	0.5054	0.751	184
B088067	ENSG00000106367	NNC	184	B097148	6243	83.13	0.8207	0.5815	0.704	184
B088082	ENSG00000173992	NNC	184	B091186	8836	56.27	0.3533	0.0000	0.497	184
B088088	ENSG00000167550	FSM	183	B088700	10296	88.55	0.9235	0.6557	0.856	183
B088101	ENSG00000124067	FSM	183	B088101	7091	57.50	0.2022	0.0000	0.274	183
B088110	ENSG00000130725	FSM	183	B088110	11276	90.21	0.8634	0.8525	0.809	183
B088112	ENSG00000213337	FSM	183	B096685	8486	88.16	0.8798	0.7268	0.781	183
B088118	ENSG00000100201	FSM	183	B088928	209	51.23	0.1967	0.0000	0.173	183
B088122	ENSG00000091317	FSM	183	B098235	966	68.70	0.5301	0.0000	0.548	183
B088127	ENSG00000169019	FSM	183	B095425	1284	85.58	0.9071	0.4973	0.597	183
B088134	ENSG00000122565	FSM	183	B088134	15212	75.27	0.6393	0.3497	0.44	183
B088138	ENSG00000186591	FSM	183	B097819	10974	87.23	0.8579	0.7322	0.78	183
B088157	ENSG00000074603	FSM	183	B088157	2377	85.71	0.8306	0.5683	0.834	183
B088169	ENSG00000149262	FSM	183	B088169	455	78.27	0.7541	0.2077	0.621	183
B088171	ENSG00000149428	NIC	183	B088171	2612	65.94	0.4536	0.2787	0.458	183
B088172	ENSG00000172273	NIC	183	B088172	10131	84.50	0.9344	0.3060	0.598	183
B088180	ENSG00000165821	NIC	183	B088180	10185	58.84	0.2842	0.0000	0.262	183
B088184	ENSG00000126790	NIC	183	B097411	8869	95.98	1.0000	0.9727	0.875	183
B088199	ENSG00000128791	NIC	183	B098827	1143	76.13	0.6721	0.4372	0.622	183
B088210	ENSG00000128654	NIC	183	B091305	1257	87.49	0.9016	0.6885	0.788	183
B088238	ENSG00000291153	NIC	183	B093527	1307	55.31	0.0765	0.0000	0.383	183
B088267	ENSG00000170035	NIC	183	B088267	9759	59.91	0.3333	0.0000	0.456	183
B088279	ENSG00000122512	NIC	183	B078373	13936	78.63	0.7322	0.3825	0.742	183
B088319	ENSG00000088356	NNC	183	B090147	1180	78.47	0.6885	0.4262	0.622	183
B088326	ENSG00000145050	NNC	183	B090217	3003	74.66	0.6612	0.0765	0.548	183
B088329	ENSG00000071794	NNC	183	B088329	14433	88.22	0.9290	0.5574	0.825	183
B088336	ENSG00000112033	NNC	183	B088336	13891	70.10	0.4372	0.3716	0.477	183
B088343	ENSG00000135269	NNC	183	B088343	2039	78.99	0.7377	0.3443	0.689	183
B088344	ENSG00000133740	NNC	183	B088344	4172	64.88	0.4208	0.1639	0.36	183
B088359	ENSG00000108474	NNC	183	B090787	5292	86.07	0.8525	0.6557	0.73	183
B088361	ENSG00000154027	NNC	183	B088361	8960	72.47	0.6284	0.3279	0.633	183
B088370	ENSG00000116691	NNC	183	B088370	643	60.92	0.2404	0.1803	0.261	183
B088372	ENSG00000120333	NNC	183	B088372	9950	67.96	0.5519	0.4590	0.516	183
B088373	ENSG00000163623	NNC	183	B090156	601	55.26	0.2022	0.0000	0.165	183
B088377	ENSG00000143793	NNC	183	B088377	417	54.80	0.1148	0.0164	0.219	183
B088380	ENSG00000004766	NNC	183	B079588	1568	81.81	0.6885	0.5410	0.712	183
B088387	ENSG00000197448	NNC	183	B088387	3229	71.04	0.6230	0.4372	0.62	183
B088401	ENSG00000147403	NNC	183	B094283	7109	85.09	0.8743	0.4754	0.744	183
B088417	ENSG00000257727	FSM	182	B079936	1991	82.34	0.8571	0.4066	0.753	182
B088422	ENSG00000166847	FSM	182	B097538	2569	76.53	0.7363	0.0055	0.664	182
B088423	ENSG00000140931	FSM	182	B098153	1535	60.87	0.1099	0.0000	0.434	182
B088425	ENSG00000198931	FSM	182	B088425	15108	78.31	0.7088	0.5385	0.656	182
B088427	ENSG00000162642	FSM	182	B088427	466	60.62	0.3407	0.0000	0.217	182
B088432	ENSG00000087903	FSM	182	B089281	781	48.95	0.0110	0.0000	0.118	182
B088433	ENSG00000186487	FSM	182	B088433	2770	87.03	0.9121	0.4615	0.504	182
B088434	ENSG00000115866	FSM	182	B077306	12109	84.86	0.8571	0.5495	0.749	182
B088483	ENSG00000125319	NIC	182	B088483	1749	66.64	0.4780	0.2418	0.495	182
B088489	ENSG00000136731	NIC	182	B088489	3170	68.20	0.6044	0.0110	0.408	182
B088507	ENSG00000164164	NIC	182	B097386	8146	74.41	0.6593	0.3736	0.618	182
B088513	ENSG00000112062	NIC	182	B088566	19401	87.42	0.9066	0.5769	0.776	182
B088514	ENSG00000031691	NIC	182	B088514	753	80.44	0.7582	0.2912	0.34	182
B088515	ENSG00000055070	NIC	182	B088515	1597	62.33	0.3022	0.0330	0.23	182
B088523	ENSG00000198042	NIC	182	B092438	3557	67.07	0.4670	0.0934	0.267	182
B088529	ENSG00000142677	NIC	182	B088529	341	55.69	0.1374	0.0714	0.291	182
B088568	ENSG00000123505	NIC	182	B088568	4395	86.80	0.8681	0.6264	0.79	182
B088585	ENSG00000129534	NNC	182	B094001	234	60.09	0.2198	0.0769	0.234	182
B088591	ENSG00000133028	NNC	182	B095459	12717	75.92	0.6484	0.1978	0.728	182
B088592	ENSG00000119559	NNC	182	B088592	665	54.78	0.2143	0.0440	0.229	182
